,Rating,Review title,Review
3165,1,Small bag,Little bag
3166,2,Low quality,Not the expected quality . I dint think its worth the money.
3167,1,Don't,Poor quality 😢😥😥😥
3168,5,Very nice,Very nice bag
3169,5,Ideal for my weekend trips,Nice
3170,1,Quality,Bad Quality bag
3171,5,Great,Great
3172,4,Ultra light,Ultra light weight ..... But not so good in water resistant..
3173,5,Good quality,Awasome product....good quality....price worthy...
3174,4,bag is good,it is very nice and good in colour and it is same in colour
3175,5,Good for travelling,"Appearance is very good, quite specious."
3176,4,Nice,Good product
3177,5,Awesome,Super product...Good looking...Nd more space3
3178,5,Fabric issue,Quality of Fabric is low
3179,5,Nice...,Good product
3180,1,Review,Don't buy
3181,5,It is veryyyyyy gooooooooooood,I love this bag so much
3182,4,Nice,Nice product.
3183,4,Perfect,Perfect
3184,5,super,this product from amazom is asowme
3185,5,Very good product....,This product is too good and light weight also ....
3186,5,Five Stars,This bag is of very good quality. It's very spacious and has a good design.
3187,5,Nice product,Nice product
3188,2,Low quality,Very very low quality
3189,5,Good product 👍,Good Product 👍
3190,1,Quality not good,Bag quality not good  . From my experience its not a original one
3191,1,Poor quality,"Poor quality material, I think it's first copy"
3192,5,Very good,Best
3193,5,GOOD,value for money
3194,1,Defective product,Product defective please don't buy...
3195,1,Not satisfied,Stuff is not so good ... I personally don't like ..it will not carry heavy items
3196,5,Good,Quality in terms of price
3197,1,Dont buy it,Very low quality.Its very bad.
3198,1,Bekar,Poor quality
3199,5,good product,good product
3200,1,Poor Quality,Bag Quality is very poor
3201,2,Poor quality,Poor quality
3202,4,Avg,Vulnerable
3203,4,Very good product,Very good . Easy in travelling and light use
3204,5,👍👍,I like this bag it's very good in quality and also lighter in weight
3205,4,Good,Good product
3206,4,Four Stars,I faced no problem in but I am still have some doubt
3207,5,Good,Good Product but bottom blue strip looking awkward.
3208,5,Good product,Good product
3209,5,Value for money,Awesome 👍
3210,5,Nice product,"Amazing, Nice and quality product,thank you Amazon"
3211,1,Worst by amazon,Worst by amazon
3212,5,Nice option to buy,Very nice bag .... good material ...
3213,5,Nice,Nice one
3214,5,nice,Nice
3215,5,Waste quality,How can I replace it with new one
3216,5,Perfect,Good product
3217,5,Nice,Nice
3218,5,Awesome,Awesome for travel purpose
3219,5,Cool for school🏫,Very nice
3220,5,Super,Ok nice
3221,5,"Perfect,",Nice one
3222,1,not good product,weast of money
3223,1,Very bad,The lower portion of bag came out within n 3 months of use
3224,5,Multipurpose Good bagpack,Good quality
3225,3,Descent,Descent
3226,4,Best quality product,Best quality product.......stylish bag........ it's Light weight.......good for traveling👍
3227,5,Super quality,Nice bag.Thanks American Tourister & Amazon
3228,5,Suppb Beg,Awesome
3229,2,Not good!!,Used for four months but turned out to be inferior quality. Got teared near the chain area.
3230,1,No use,not as shown
3231,5,Good,Good
3232,1,Disappointments,This product is not good thi si damage product
3233,5,Worth the monay,Worth the money. Durable
3234,4,Not bad,Pretty good bag with good amount of storage
3235,5,Five Stars,Paisa vasul
3236,5,Very comfortable bag,Nice product
3237,3,Waste of money,Waste of money
3238,4,Nice......Value of money,Really good quality and size is sufficient of the bag
3239,1,Horrible product,Quality
3240,5,Super product,Super lookComfortable for prize
3241,4,Nice,Nice
3242,4,Worth it,Nice product
3243,3,Catches,Back and side of bag it looks bulky
3244,5,American tourists,The bag is good  and looks awesome
3245,5,Good,Good
3246,5,Very good quality,Like
3247,4,Comfortable,Light weight good for travelers
3248,4,Must buy,Nyc
3249,1,No review,Very bad quality 1 n half months defected on the beg.. 0 star diserv
3250,1,Unresponsive,This not a good product no response by amazon about any default
3251,5,so... ............good,very good
3252,5,Awesome,Best product  must buy....  Buy it you won't regret.
3253,4,So fabulous,This bag is fantastic and their space is also good.I love it
3254,5,Dyivxr,Cgnb8
3255,2,Bag got Torn from inside.,Bad experience with this bag. Got Torn inside.
3256,5,Nice product,Nice bag . Good for traveling
3257,1,Not good as shown in,Not strong
3258,3,OK product,Ok product
3259,5,Quality and original or not,Nice Quality and original american tourister came
3260,5,Awesome,The great color combination perfect sizeI can put everything of my school in it
3261,1,Quality,Dislike
3262,5,Good,Good
3263,5,Good one,Very nice product.It give 100% satisfaction for the we paid.Good one
3264,2,not durable,From joints/stitching torn out within two months (approx) of use
3265,4,Good,Good
3266,5,Best,Very good product
3267,5,Very good,Very nice bag
3268,4,1 no. Bag,The bag is so attractive🔥🔥
3269,5,Super looking,"Very nice, liked very muh"
3270,1,Bad product,Very cheap product
3271,5,Can be bought,Zip strap can be improved
3272,2,Ok,Ok
3273,4,Good,Almost satisfactory
3274,4,Nice,A very nice bag I like it
3275,5,Best bag,"Best bag for travelling,its light weighted, water resistance..."
3276,5,It is a best bag.,Wonderful bag.
3277,5,Best quality with value,Excellent product
3278,4,Worth Buy,Light weight & cool
3279,1,Came for scratches and dust,Nothing good
3280,4,Super,Awesome product
3281,1,Worst product ever,Product of cheap quality. Please don't buy it.
3282,3,Ok,Ok
3283,3,Decent bag,Decent as it's price
3284,4,Bag is of good quality,Colour combination is good..i am really happy with the product
3285,5,Nice,Great
3286,1,Not good,Very bad
3287,5,Good product,Very good product
3288,5,Very nice,Very nice
3289,1,Dont buy this chinese bag .,This bag is Made in China . Stop selling chinese bag amazon
3290,5,Good deal,Best quality product value for 💰
3291,5,Great bag for corporate users,Very durable and smart looking
3292,4,Good,I like it
3293,5,Is an quality product from American tourister,Quality product
3294,4,Value for money,Best product. Material of bag is not good.
3295,2,Very disappointed,The quality was slightly lower as compared to its brand.
3296,4,Awesome,Awesome
3297,4,Satisfied..,Vry gud quality ..luv the product..
3298,3,Price is high,Over priced
3299,5,Worth each rupee,Most recommendedValue for money
3300,5,Huf,Bad
3301,4,Medium quality,Not so good
3302,5,good,nice product
3303,2,Worst,Worst product
3304,1,Awesome bag 👌👍,Awesome so beautiful bag thanks amazon
3305,4,Best product nice quality,Best product
3306,4,Good,Good
3307,4,Good product,Good product
3308,1,Fake don't buy,It's fake product
3309,3,Less space n not durability,Less space for lunchNot comfortableDamage very early
3310,5,Nice one,Awsome
3311,5,Good,Like
3312,2,Don't buy.,Cheap quality.
3313,5,Good1,Nice
3314,4,Super,"I like this colour of bag (red) , light weight,"
3315,5,excellent,excellent... value for money
3316,5,Superb product,Happy with American Tourister Bags.
3317,5,"very good quality, material is also good, go for it",good qiality bag
3318,3,Three Stars,It was a minor defeat one so that they have given a discount
3319,4,None,Good
3320,4,Nice bag,"Nice bag and all that, just a bit iffy on the zips. They somehow ten get tangled"
3321,4,Tik he....,No problem But price 800 hota too acha hota
3322,4,Nice product,Good quality
3323,4,Light weight nd good quality.....,Nice product...
3324,4,A stylish bag with a cool price,It's a quite  good look for students...Quality is good ....
3325,1,not satisfied,nor good quality it is first copy
3326,1,worst,"worst quality, thin cloth, toooo bad 😠"
3327,1,Nat a durable product,Bad product
3328,4,Awesome product,Good product and reasonable price
3329,4,USE THIS LINK FOR EXTRA DISCOUNT,https://amzn.to/2RchZTIVALUE FOR MONEY
3330,1,The bag is of worst quality feel like fake branded,"Durability-worst, light weight- ok, value for money-worst"
3331,1,Fake Product,There are threads coming out of strap. Color is dull red.
3332,2,Average product,Duplicate American tourister
3333,5,Handsome look,Good quality 👍
3334,5,Nice one,Nice item
3335,4,Ok,Not bad
3336,5,Great,Nice one
3337,3,Colour Good but more strong needed,Easily get damage in railway travelling time..
3338,5,Good product,Good to handle. Large capacity.
3339,1,Waste of money,Very bad
3340,5,Reasonable price,Awesome product
3341,5,very nice good quality,Very nice  good quality
3342,5,Excellent,"Amazing product ,Nice"
3343,3,Good but,Too big...
3344,5,Perfect bag for school Very light Very pressure But choose ...,Perfect bag for schoolVery lightVery pressureBut choose colour of ur choice
3345,5,nice,Nice
3346,4,Nice,Good for schools and colleges but not for traveling.
3347,5,Awesome,Good for short journey
3348,4,Product has so many space nd good  quality,Nice product...
3349,5,Damn nice,As same as shown in the pic
3350,5,Excellent,Extremely super...
3351,5,Best,Best to use
3352,1,Bad quality,Very poor quality of bag. Plz don't buy.
3353,5,Excellent,Very nice backpack
3354,1,One Star,Waste. Quality
3355,4,School bag,Colour of the bag look somemuch  different from image
3356,5,Awesome kiraak,"Awesome, Kiraak"
3357,4,I like it,I like it
3358,1,Worst product,Worst product... please don't purchase
3359,4,American tourister,Excellent and satisfied product.
3360,4,Good quality,Good quality
3361,4,Nyc,Gud
3362,5,Good one,Value of money..good and durables
3363,4,Good enough,Nice purchase
3364,4,Quality good,Good product
3365,5,Product is good,Product is good
3366,5,Thanks t Amazon,Quality
3367,5,It's real,Good
3368,1,Fake brand,Waste money.waste product
3369,5,Nice one.,Good quality...
3370,5,Must buy,Its amazing backpackIts original
3371,5,Best products,There is best products
3372,1,Worst product,Not happy bag already torn
3373,5,Easy to carry,Its light weight..
3374,1,Toooooo small,Nothing given that is expected
3375,4,good delivery experience,nice product and fast delivery
3376,5,Good Quality,Awesome
3377,5,Awesome,Nice
3378,5,Awesome,Nice bag for college purpose
3379,5,School use only,Only for school perpose...
3380,4,Good bag..light wait,good product
3381,3,Material is not gd,We expected gd material from Amazon
3382,5,Must buy,It is just awesome. Must buy. Good for college users
3383,5,Fast delivery,Nice bag
3384,2,👍,👎🏼👎🏼
3385,5,Got as expected,Got as expected
3386,3,average,is not what it actually looks on this site ( below expectation)
3387,3,Average,Dislike
3388,5,Good,Good
3389,1,Don't buy this product,Don't buy this product
3390,1,The product is been torn and worn out I would like to replace it.,The bag is torn and worn out and I have the one year guarantee I would like to replace the bag.
3391,5,not waterproof,"it's not waterproof ,,all about nice"
3392,4,Please purchase good quality,Good product
3393,5,Best bag ever,Go for it
3394,3,Ok ok,Not good as i expected.
3395,2,Three Stars,Avarage.... Best suitable for college students only
3396,5,Good,Good
3397,4,Ok fine,The bag is good  but the cloth quality is bad and the bag is quite big
3398,5,American turister is too good company ♥️,"Best quality bag , really light weight ,"
3399,5,World ‘s best bag,Very good quaility go for it it is the best
